UserID,UserName,Age,Gender,Location,LastLogin,PurchaseAmount,PurchaseCategory,ReviewScore,LoginFrequency
272,User_272,68,Female,Location_72,2023-10-12,-0.7226074741500491,Home & Garden,0.019607500567566948,Weekly
273,User_273,62,Male,Location_73,2023-06-29,0.03686019092263745,Home & Garden,-0.6806603768455378,Daily
274,User_274,21,Male,Location_74,2023-12-20,1.0044011888919506,Clothing,0.7198753779806717,Monthly
275,User_275,49,Female,Location_75,2023-05-27,1.4136120769219827,Home & Garden,0.7198753779806717,Weekly
276,User_276,27,Male,Location_76,2023-03-08,-1.2670660285628885,Clothing,1.4201432553937765,Weekly
277,User_277,28,Female,Location_77,2023-03-29,-0.11572691986822196,Clothing,1.4201432553937765,Daily
278,User_278,45,Female,Location_78,2023-03-20,-1.554900805736555,Food,0.019607500567566948,Daily
279,User_279,63,Male,Location_79,2023-11-28,-1.0104422513237157,Clothing,-0.6806603768455378,Daily
280,User_280,25,Male,Location_80,2023-03-09,-0.5734882522408002,Electronics,0.019607500567566948,Weekly
281,User_281,57,Male,Location_81,2023-02-11,0.9697223000758461,Electronics,1.4201432553937765,Weekly
282,User_282,39,Male,Location_82,2023-02-17,-0.3792864748706155,Home & Garden,-1.3809282542586425,Monthly
283,User_283,51,Female,Location_83,2023-03-15,-0.38622225263383636,Electronics,-0.6806603768455378,Daily
284,User_284,62,Male,Location_84,2023-01-27,-0.3133965861200171,Food,0.7198753779806717,Daily
285,User_285,52,Female,Location_85,2023-07-13,-1.1664972509961857,Electronics,-1.3809282542586425,Daily
286,User_286,52,Male,Location_86,2023-06-06,-0.28565347506713357,Clothing,-1.3809282542586425,Weekly
287,User_287,42,Male,Location_87,2023-05-06,0.1755757461870551,Electronics,0.7198753779806717,Monthly
288,User_288,51,Female,Location_88,2023-06-17,0.5709150786906454,Books,0.019607500567566948,Monthly
289,User_289,23,Male,Location_89,2023-04-14,-0.5249378078982541,Food,-0.6806603768455378,Daily
290,User_290,58,Female,Location_90,2023-12-04,1.6320890764634404,Home & Garden,-1.3809282542586425,Weekly
291,User_291,54,Male,Location_91,2023-10-16,-0.20935991967170386,Books,0.019607500567566948,Daily
292,User_292,18,Male,Location_92,2023-07-01,-0.6948643630971656,Food,0.7198753779806717,Daily
293,User_293,29,Female,Location_93,2023-02-13,1.2020708551437456,Food,0.019607500567566948,Monthly
294,User_294,52,Female,Location_94,2023-12-23,-0.64978180763623,Food,-1.3809282542586425,Monthly
295,User_295,23,Female,Location_95,2023-09-13,-1.2150476953387317,Electronics,-0.6806603768455378,Weekly
296,User_296,34,Female,Location_96,2023-07-21,0.9177039668516895,Electronics,-0.6806603768455378,Daily
297,User_297,26,Female,Location_97,2023-03-23,-0.8994698071121816,Books,0.7198753779806717,Daily
298,User_298,19,Female,Location_98,2023-10-29,0.8483461892194807,Books,0.019607500567566948,Weekly
299,User_299,35,Female,Location_99,2023-08-13,1.6182175209369987,Clothing,1.4201432553937765,Daily
300,User_300,66,Male,Location_0,2023-05-11,-0.12959847539466374,Clothing,-0.6806603768455378,Weekly
301,User_301,53,Female,Location_1,2023-12-30,-0.8890661404673503,Clothing,1.4201432553937765,Weekly
302,User_302,45,Male,Location_2,2023-10-06,1.3581258548162156,Food,0.019607500567566948,Weekly
303,User_303,58,Male,Location_3,2023-05-24,0.09928219079162538,Home & Garden,0.019607500567566948,Monthly
304,User_304,70,Female,Location_4,2023-12-29,1.6251532987002195,Clothing,1.4201432553937765,Daily
305,User_305,54,Male,Location_5,2023-09-12,1.4205478546852035,Books,0.7198753779806717,Monthly
306,User_306,66,Male,Location_6,2023-01-30,-0.05330491999923402,Home & Garden,1.4201432553937765,Monthly
307,User_307,43,Female,Location_7,2023-05-03,1.3581258548162156,Clothing,-1.3809282542586425,Weekly
308,User_308,21,Male,Location_8,2023-10-11,1.2298139661966292,Electronics,1.4201432553937765,Weekly
309,User_309,57,Female,Location_9,2023-03-01,0.8656856336275329,Clothing,1.4201432553937765,Daily
310,User_310,53,Male,Location_10,2023-12-04,1.1465846330379785,Clothing,0.7198753779806717,Weekly
311,User_311,68,Male,Location_11,2023-03-16,-0.3966259192786677,Food,-1.3809282542586425,Daily
312,User_312,48,Female,Location_12,2023-02-26,1.6806395208059866,Food,0.019607500567566948,Daily
313,User_313,47,Male,Location_13,2023-03-25,1.4378872990932556,Clothing,-1.3809282542586425,Daily
314,User_314,67,Male,Location_14,2023-01-07,-1.1318183621800812,Food,1.4201432553937765,Daily
315,User_315,51,Female,Location_15,2023-11-20,-0.19202047526365168,Electronics,0.019607500567566948,Daily
316,User_316,36,Female,Location_16,2023-03-05,-0.5145341412534227,Home & Garden,0.7198753779806717,Weekly
317,User_317,35,Male,Location_17,2023-06-18,-1.6554695833032578,Home & Garden,0.019607500567566948,Monthly
318,User_318,47,Male,Location_18,2023-12-04,0.7651168560608301,Food,0.7198753779806717,Daily
319,User_319,38,Female,Location_19,2023-08-27,1.063355299879328,Clothing,1.4201432553937765,Monthly
320,User_320,20,Male,Location_20,2023-07-14,-1.2635981396812779,Electronics,-1.3809282542586425,Daily
321,User_321,23,Female,Location_21,2023-10-10,-0.6012313632936838,Electronics,-1.3809282542586425,Monthly
322,User_322,55,Female,Location_22,2023-10-31,-1.0485890290214306,Books,-1.3809282542586425,Monthly
323,User_323,30,Male,Location_23,2023-02-05,-0.08798380881533843,Food,-1.3809282542586425,Daily
324,User_324,62,Female,Location_24,2023-06-13,-0.7087359186236074,Books,-1.3809282542586425,Weekly
325,User_325,20,Female,Location_25,2023-08-17,0.9905296333655088,Food,-0.6806603768455378,Weekly
326,User_326,65,Male,Location_26,2023-05-27,0.7789884115872718,Books,1.4201432553937765,Weekly
327,User_327,45,Female,Location_27,2023-05-19,-0.6185708077017359,Clothing,-1.3809282542586425,Weekly
328,User_328,39,Male,Location_28,2023-02-04,1.6390248542266612,Food,-1.3809282542586425,Monthly
329,User_329,57,Male,Location_29,2023-01-14,-1.2982770284973824,Home & Garden,0.7198753779806717,Daily
330,User_330,57,Male,Location_30,2023-07-19,0.44953896783427993,Food,1.4201432553937765,Daily
331,User_331,29,Female,Location_31,2023-12-01,1.1535204108011994,Home & Garden,0.7198753779806717,Weekly
332,User_332,40,Male,Location_32,2023-05-03,0.7824563004688823,Books,-1.3809282542586425,Daily
333,User_333,48,Male,Location_33,2023-01-19,-0.9237450292834547,Books,1.4201432553937765,Daily
334,User_334,35,Male,Location_34,2023-02-22,-1.6554695833032578,Clothing,1.4201432553937765,Daily
335,User_335,24,Male,Location_35,2023-12-11,0.3281628569779145,Home & Garden,1.4201432553937765,Monthly
336,User_336,25,Female,Location_36,2023-05-21,0.6021260786251393,Clothing,0.019607500567566948,Daily
337,User_337,36,Female,Location_37,2023-02-18,1.3477221881713841,Electronics,-0.6806603768455378,Daily
338,User_338,46,Male,Location_38,2023-03-10,-0.24750669736941872,Home & Garden,-0.6806603768455378,Weekly
339,User_339,61,Female,Location_39,2023-01-03,0.14783263513417155,Food,-1.3809282542586425,Monthly
340,User_340,37,Female,Location_40,2023-01-11,1.0425479665896653,Home & Garden,-0.6806603768455378,Monthly
341,User_341,67,Female,Location_41,2023-07-16,0.18251152395027598,Books,1.4201432553937765,Daily
342,User_342,59,Male,Location_42,2023-04-26,1.243685521723071,Clothing,0.019607500567566948,Daily
343,User_343,47,Female,Location_43,2023-08-03,-1.610387027842322,Electronics,-0.6806603768455378,Monthly
344,User_344,64,Female,Location_44,2023-04-23,-0.9480202514547278,Clothing,-0.6806603768455378,Daily
345,User_345,39,Female,Location_45,2023-05-14,1.2090066329069666,Electronics,0.019607500567566948,Daily
346,User_346,27,Female,Location_46,2023-02-27,-1.5479650279733341,Books,0.7198753779806717,Weekly
347,User_347,43,Female,Location_47,2023-03-28,1.292235966065617,Clothing,-1.3809282542586425,Monthly
348,User_348,68,Male,Location_48,2023-09-01,0.15823630177900289,Food,1.4201432553937765,Weekly
349,User_349,50,Female,Location_49,2023-02-07,-0.5075983634902018,Food,0.019607500567566948,Weekly
350,User_350,45,Female,Location_50,2023-11-21,-1.5132861391572296,Clothing,0.7198753779806717,Weekly
351,User_351,27,Male,Location_51,2023-05-09,-0.5284056967798645,Clothing,-1.3809282542586425,Monthly
352,User_352,46,Male,Location_52,2023-02-19,0.5501077454009827,Electronics,0.7198753779806717,Daily
353,User_353,61,Male,Location_53,2023-03-04,-0.9445523625731174,Clothing,-1.3809282542586425,Weekly
354,User_354,35,Male,Location_54,2023-08-11,-0.5075983634902018,Electronics,-0.6806603768455378,Daily
355,User_355,59,Female,Location_55,2023-11-26,1.0841626331689906,Clothing,0.019607500567566948,Weekly
356,User_356,18,Female,Location_56,2023-09-29,-0.5110662523718122,Clothing,-1.3809282542586425,Daily
357,User_357,40,Female,Location_57,2023-03-09,-1.4231210282353584,Home & Garden,0.019607500567566948,Weekly
358,User_358,34,Female,Location_58,2023-04-22,-1.5236898058020611,Electronics,0.019607500567566948,Daily
359,User_359,60,Female,Location_59,2024-01-01,-1.5236898058020611,Books,0.7198753779806717,Daily
360,User_360,54,Male,Location_60,2023-05-25,-0.015158142301519172,Food,1.4201432553937765,Weekly
361,User_361,48,Female,Location_61,2023-10-26,-0.8682588071776877,Electronics,0.7198753779806717,Daily
362,User_362,42,Male,Location_62,2023-03-20,0.30735552368825186,Clothing,0.7198753779806717,Weekly
363,User_363,70,Male,Location_63,2023-03-22,1.292235966065617,Food,1.4201432553937765,Weekly
364,User_364,21,Male,Location_64,2023-12-16,-1.1907724731674587,Clothing,1.4201432553937765,Monthly
365,User_365,69,Female,Location_65,2023-03-25,-0.5353414745430853,Books,0.7198753779806717,Weekly
366,User_366,26,Female,Location_66,2023-04-14,-1.5618365834997758,Electronics,0.019607500567566948,Daily
367,User_367,45,Male,Location_67,2023-05-13,0.05073174644907921,Electronics,-0.6806603768455378,Daily
368,User_368,47,Male,Location_68,2023-04-09,0.716566411718284,Clothing,1.4201432553937765,Monthly
369,User_369,64,Male,Location_69,2023-01-29,1.3893368547507094,Clothing,-0.6806603768455378,Monthly
370,User_370,41,Male,Location_70,2023-02-24,0.8448783003378703,Electronics,0.019607500567566948,Weekly
371,User_371,50,Male,Location_71,2023-03-08,1.0668231887609385,Clothing,1.4201432553937765,Daily
372,User_372,37,Male,Location_72,2023-02-12,-0.8405156961248041,Electronics,-1.3809282542586425,Monthly
373,User_373,26,Female,Location_73,2023-12-12,0.6159976341515812,Home & Garden,-1.3809282542586425,Daily
374,User_374,25,Male,Location_74,2023-09-04,-0.032497586709571376,Books,0.7198753779806717,Monthly
375,User_375,41,Male,Location_75,2023-04-06,-1.3919100283008643,Electronics,-0.6806603768455378,Daily
376,User_376,31,Male,Location_76,2023-04-06,-0.3133965861200171,Books,-1.3809282542586425,Daily
377,User_377,35,Male,Location_77,2023-10-13,0.5258325232297096,Books,0.7198753779806717,Monthly
378,User_378,70,Male,Location_78,2023-05-16,-0.698332251978776,Home & Garden,0.7198753779806717,Daily
379,User_379,18,Female,Location_79,2023-11-19,-0.8509193627696355,Electronics,0.7198753779806717,Weekly
380,User_380,29,Male,Location_80,2023-07-30,1.181263521854083,Clothing,0.019607500567566948,Weekly
381,User_381,46,Female,Location_81,2023-01-08,0.8032636337585449,Clothing,-0.6806603768455378,Daily
382,User_382,54,Male,Location_82,2023-05-31,1.1951350773805247,Electronics,1.4201432553937765,Weekly
383,User_383,43,Male,Location_83,2023-12-09,-1.294809139615772,Electronics,0.7198753779806717,Daily
384,User_384,50,Female,Location_84,2023-03-17,-0.8509193627696355,Books,1.4201432553937765,Weekly
385,User_385,60,Male,Location_85,2023-03-19,-1.405781583827306,Books,-1.3809282542586425,Monthly
386,User_386,32,Female,Location_86,2023-02-14,1.3269148548817216,Food,0.019607500567566948,Daily
387,User_387,40,Female,Location_87,2023-03-29,0.9627865223126252,Books,1.4201432553937765,Daily
388,User_388,46,Female,Location_88,2023-03-30,-1.6381301388952056,Electronics,0.7198753779806717,Weekly
389,User_389,38,Female,Location_89,2023-10-25,-0.3896901415154468,Food,0.019607500567566948,Monthly
390,User_390,36,Female,Location_90,2023-03-06,-1.499414583630788,Books,0.7198753779806717,Daily
391,User_391,22,Female,Location_91,2023-03-27,0.678419634020569,Clothing,0.019607500567566948,Monthly
392,User_392,40,Male,Location_92,2023-01-24,-0.7468826963213222,Books,1.4201432553937765,Daily
393,User_393,53,Female,Location_93,2023-04-03,0.9870617444838983,Books,1.4201432553937765,Weekly
394,User_394,37,Male,Location_94,2023-08-18,0.40445641237334423,Books,-1.3809282542586425,Weekly
395,User_395,25,Male,Location_95,2023-04-15,-1.6832126943561414,Books,-0.6806603768455378,Monthly
396,User_396,26,Female,Location_96,2023-05-21,1.3373185215265528,Home & Garden,0.7198753779806717,Weekly
397,User_397,31,Female,Location_97,2023-01-24,-0.5700203633591897,Electronics,0.7198753779806717,Monthly
398,User_398,23,Female,Location_98,2023-04-26,-1.0347174734949889,Food,-1.3809282542586425,Weekly
399,User_399,18,Male,Location_99,2023-10-11,-1.7074879165274144,Electronics,0.019607500567566948,Monthly
400,User_400,26,Female,Location_0,2023-04-10,1.3997405213955407,Books,0.019607500567566948,Weekly
401,User_401,33,Female,Location_1,2023-10-31,0.7928599671137136,Clothing,1.4201432553937765,Monthly
402,User_402,33,Male,Location_2,2023-12-03,-1.475139361459515,Food,1.4201432553937765,Weekly
403,User_403,29,Female,Location_3,2023-08-15,0.7026948561918421,Electronics,0.7198753779806717,Monthly
404,User_404,22,Male,Location_4,2023-07-27,-0.9376165848098965,Clothing,-0.6806603768455378,Daily
405,User_405,57,Female,Location_5,2023-02-08,1.4656304101461393,Books,0.7198753779806717,Monthly
406,User_406,46,Male,Location_6,2023-11-04,0.889960855798806,Clothing,0.019607500567566948,Weekly
407,User_407,63,Female,Location_7,2023-11-20,1.1916671884989143,Electronics,-0.6806603768455378,Weekly
408,User_408,44,Male,Location_8,2023-02-08,1.2263460773150188,Food,-0.6806603768455378,Daily
409,User_409,28,Female,Location_9,2023-08-01,1.5696670765944525,Electronics,-1.3809282542586425,Weekly
410,User_410,70,Female,Location_10,2023-02-25,0.45647474559750084,Clothing,1.4201432553937765,Daily
411,User_411,64,Male,Location_11,2023-09-05,-0.24057091960619784,Clothing,-0.6806603768455378,Monthly
412,User_412,67,Female,Location_12,2023-01-27,-0.3133965861200171,Electronics,0.7198753779806717,Weekly
413,User_413,45,Female,Location_13,2023-12-07,1.2957038549472275,Electronics,0.019607500567566948,Daily
414,User_414,69,Male,Location_14,2023-07-12,-1.2081119175755108,Electronics,1.4201432553937765,Daily
415,User_415,53,Male,Location_15,2023-08-23,1.659832187516324,Clothing,0.7198753779806717,Weekly
416,User_416,59,Female,Location_16,2023-01-27,-1.3537632506031494,Home & Garden,0.019607500567566948,Daily
417,User_417,36,Male,Location_17,2023-04-27,0.30041974592503096,Electronics,0.7198753779806717,Daily
418,User_418,52,Female,Location_18,2023-11-25,0.12008952408128803,Books,0.7198753779806717,Monthly
419,User_419,69,Female,Location_19,2023-07-24,0.9419791890229626,Clothing,1.4201432553937765,Monthly
420,User_420,48,Male,Location_20,2023-01-02,-1.6207906944871535,Home & Garden,0.019607500567566948,Monthly
421,User_421,61,Male,Location_21,2023-05-29,-1.475139361459515,Food,0.7198753779806717,Daily
422,User_422,36,Female,Location_22,2023-12-25,-1.090203695600756,Home & Garden,-0.6806603768455378,Weekly
423,User_423,63,Male,Location_23,2023-07-20,0.1859794128318864,Food,1.4201432553937765,Monthly
424,User_424,41,Female,Location_24,2023-10-09,1.6424927431082716,Home & Garden,-1.3809282542586425,Weekly
425,User_425,19,Male,Location_25,2023-01-12,1.1292451886299264,Clothing,-0.6806603768455378,Monthly
426,User_426,24,Female,Location_26,2023-04-04,-0.7780936962558163,Books,0.019607500567566948,Daily
427,User_427,60,Female,Location_27,2023-07-12,-0.06024069776245491,Clothing,-0.6806603768455378,Monthly
428,User_428,66,Female,Location_28,2023-07-18,-0.015158142301519172,Home & Garden,0.7198753779806717,Weekly
429,User_429,48,Female,Location_29,2023-11-29,0.029924413159416564,Home & Garden,-1.3809282542586425,Daily
430,User_430,34,Female,Location_30,2023-01-13,-0.4763873635557078,Food,1.4201432553937765,Weekly
431,User_431,44,Female,Location_31,2023-02-14,0.07847485750196274,Electronics,-1.3809282542586425,Daily
432,User_432,53,Female,Location_32,2023-06-14,1.3130432993552799,Clothing,-0.6806603768455378,Weekly
433,User_433,67,Male,Location_33,2023-10-06,-1.3988458060640852,Food,-1.3809282542586425,Monthly
434,User_434,60,Male,Location_34,2023-02-11,0.4980894121768261,Home & Garden,0.019607500567566948,Daily
435,User_435,27,Male,Location_35,2023-03-27,0.9939975222471192,Home & Garden,0.7198753779806717,Weekly
436,User_436,62,Female,Location_36,2023-12-26,0.4668784122423321,Electronics,0.7198753779806717,Daily
437,User_437,31,Male,Location_37,2023-01-13,0.5882545230986976,Clothing,0.019607500567566948,Weekly
438,User_438,24,Male,Location_38,2023-04-21,1.2644928550127337,Home & Garden,0.7198753779806717,Weekly
439,User_439,56,Male,Location_39,2023-11-02,-0.7711579184925953,Books,1.4201432553937765,Daily
440,User_440,57,Male,Location_40,2023-05-30,0.10275007967323582,Electronics,0.7198753779806717,Monthly
441,User_441,26,Female,Location_41,2023-11-01,0.33163074585952496,Electronics,0.7198753779806717,Daily
442,User_442,31,Female,Location_42,2023-06-28,1.087630522050601,Food,-0.6806603768455378,Monthly
443,User_443,25,Male,Location_43,2023-09-02,0.945447077904573,Food,-1.3809282542586425,Weekly
444,User_444,34,Female,Location_44,2023-03-22,-1.5028824725123984,Food,0.7198753779806717,Daily
445,User_445,40,Female,Location_45,2023-05-07,-1.0416532512582097,Home & Garden,-0.6806603768455378,Daily
446,User_446,33,Female,Location_46,2023-12-04,0.12008952408128803,Electronics,0.019607500567566948,Monthly
447,User_447,43,Female,Location_47,2023-08-02,1.5315202988967376,Clothing,1.4201432553937765,Monthly
448,User_448,26,Female,Location_48,2023-08-05,1.479501965672581,Books,0.019607500567566948,Daily
449,User_449,53,Male,Location_49,2023-04-14,1.6251532987002195,Home & Garden,1.4201432553937765,Daily
450,User_450,24,Female,Location_50,2023-10-09,0.7928599671137136,Home & Garden,-0.6806603768455378,Weekly
451,User_451,35,Male,Location_51,2023-03-30,-0.09145169769694887,Clothing,0.019607500567566948,Daily
452,User_452,25,Female,Location_52,2023-09-04,-0.7954331406638684,Home & Garden,-0.6806603768455378,Daily
453,User_453,38,Male,Location_53,2023-03-24,0.8206030781665972,Clothing,1.4201432553937765,Daily
454,User_454,43,Male,Location_54,2023-02-26,-1.2185155842203423,Clothing,0.7198753779806717,Weekly
455,User_455,20,Female,Location_55,2023-03-14,-1.3052128062606032,Electronics,-0.6806603768455378,Monthly
456,User_456,34,Male,Location_56,2023-12-25,-1.641598027776816,Home & Garden,-1.3809282542586425,Daily
457,User_457,68,Female,Location_57,2023-01-30,-0.7538184740845432,Home & Garden,0.7198753779806717,Daily
458,User_458,63,Male,Location_58,2023-08-15,0.42873163454461727,Books,0.7198753779806717,Weekly
459,User_459,41,Male,Location_59,2023-02-25,1.6390248542266612,Clothing,-1.3809282542586425,Daily
460,User_460,42,Female,Location_60,2023-12-27,1.274896521657565,Books,0.019607500567566948,Monthly
461,User_461,22,Male,Location_61,2023-04-03,0.3455023013859667,Books,-1.3809282542586425,Weekly
462,User_462,54,Female,Location_62,2023-04-26,-1.2774696952077198,Books,0.7198753779806717,Weekly
463,User_463,62,Male,Location_63,2023-10-15,0.2657408571089266,Food,0.019607500567566948,Daily
464,User_464,67,Female,Location_64,2023-02-01,-0.28565347506713357,Electronics,0.019607500567566948,Daily
465,User_465,41,Male,Location_65,2023-10-12,0.740841633889557,Clothing,1.4201432553937765,Monthly
466,User_466,48,Male,Location_66,2023-05-13,1.5453918544231793,Home & Garden,-1.3809282542586425,Weekly
467,User_467,43,Female,Location_67,2023-09-13,0.30388763480664144,Food,0.7198753779806717,Weekly
468,User_468,38,Female,Location_68,2023-09-15,0.6749517451389586,Food,-0.6806603768455378,Weekly
469,User_469,51,Male,Location_69,2023-12-02,-0.07758014217050711,Food,1.4201432553937765,Weekly
470,User_470,55,Female,Location_70,2023-01-12,-0.08104803105211755,Home & Garden,-0.6806603768455378,Weekly
471,User_471,41,Male,Location_71,2023-04-17,-0.8335799183615833,Food,0.019607500567566948,Monthly
472,User_472,45,Male,Location_72,2023-08-26,-1.6381301388952056,Food,0.7198753779806717,Monthly
473,User_473,47,Male,Location_73,2023-01-17,-1.4231210282353584,Home & Garden,0.7198753779806717,Monthly
474,User_474,51,Female,Location_74,2023-03-07,1.5523276321864001,Electronics,-1.3809282542586425,Weekly
475,User_475,69,Female,Location_75,2023-07-13,-0.18161680861882035,Food,0.7198753779806717,Monthly
476,User_476,69,Female,Location_76,2023-05-10,-0.6393781409913986,Clothing,0.7198753779806717,Weekly
477,User_477,40,Male,Location_77,2023-09-08,-0.04636914223601314,Electronics,-1.3809282542586425,Monthly
478,User_478,25,Male,Location_78,2023-04-22,-1.2046440286939004,Home & Garden,-1.3809282542586425,Daily
479,User_479,59,Male,Location_79,2024-01-01,-0.7538184740845432,Electronics,0.7198753779806717,Daily
480,User_480,67,Female,Location_80,2023-04-03,-0.2717819195406918,Electronics,0.7198753779806717,Weekly
481,User_481,27,Male,Location_81,2023-10-02,0.37324541243885023,Books,1.4201432553937765,Monthly
482,User_482,18,Female,Location_82,2023-05-18,-1.3745705838928122,Home & Garden,-0.6806603768455378,Daily
483,User_483,37,Female,Location_83,2023-06-28,0.6437407452044647,Electronics,1.4201432553937765,Weekly
484,User_484,54,Female,Location_84,2023-12-11,-1.3606990283663702,Home & Garden,1.4201432553937765,Daily
485,User_485,35,Female,Location_85,2023-10-30,1.479501965672581,Food,0.019607500567566948,Daily
486,User_486,38,Female,Location_86,2023-05-24,-0.4313048080947721,Home & Garden,0.7198753779806717,Weekly
487,User_487,66,Male,Location_87,2023-09-22,-0.8370478072431937,Electronics,1.4201432553937765,Daily
488,User_488,21,Male,Location_88,2023-08-09,-0.2197635863165352,Home & Garden,0.7198753779806717,Daily
489,User_489,60,Male,Location_89,2023-11-24,-0.407029585923499,Books,1.4201432553937765,Weekly
490,User_490,19,Male,Location_90,2023-06-08,-0.8127725850719206,Books,0.019607500567566948,Weekly
491,User_491,38,Female,Location_91,2023-08-11,-1.1179468066536395,Books,0.7198753779806717,Weekly
492,User_492,54,Female,Location_92,2023-06-01,0.38018119020207114,Home & Garden,-0.6806603768455378,Daily
493,User_493,22,Female,Location_93,2023-05-09,1.6043459654105567,Electronics,0.019607500567566948,Monthly
494,User_494,34,Male,Location_94,2023-12-15,1.014804855536782,Food,-1.3809282542586425,Weekly
495,User_495,66,Male,Location_95,2023-05-10,0.08887852414679406,Clothing,-0.6806603768455378,Monthly
496,User_496,65,Female,Location_96,2023-09-09,-0.015158142301519172,Food,1.4201432553937765,Monthly
497,User_497,28,Male,Location_97,2023-07-10,0.7997957448769345,Books,0.7198753779806717,Daily
498,User_498,63,Male,Location_98,2023-06-21,1.292235966065617,Electronics,0.7198753779806717,Weekly
499,User_499,58,Male,Location_99,2023-04-09,1.424015743566814,Home & Garden,-0.6806603768455378,Daily
500,User_500,48,Female,Location_0,2023-03-11,1.3269148548817216,Home & Garden,-1.3809282542586425,Weekly
501,User_501,45,Male,Location_1,2023-11-15,-1.4959466947491775,Electronics,0.7198753779806717,Weekly
502,User_502,61,Female,Location_2,2023-04-16,0.8968966335620269,Electronics,-1.3809282542586425,Monthly
503,User_503,49,Male,Location_3,2023-04-22,-1.4092494727089164,Books,-1.3809282542586425,Daily
504,User_504,38,Female,Location_4,2023-08-20,-1.7317631386986876,Books,0.019607500567566948,Monthly
505,User_505,24,Male,Location_5,2023-02-07,0.02298863539619568,Electronics,-0.6806603768455378,Daily
506,User_506,27,Male,Location_6,2023-06-15,-0.791965251782258,Books,-0.6806603768455378,Monthly
507,User_507,45,Female,Location_7,2023-05-17,-0.8994698071121816,Clothing,-0.6806603768455378,Weekly
508,User_508,65,Female,Location_8,2023-12-14,1.150052521919589,Home & Garden,1.4201432553937765,Weekly
509,User_509,53,Female,Location_9,2023-12-30,-1.1838366954042379,Books,-0.6806603768455378,Weekly
510,User_510,37,Male,Location_10,2023-06-18,-0.9584239180995592,Books,0.7198753779806717,Daily
511,User_511,30,Female,Location_11,2023-05-25,-0.27524980842230223,Books,0.7198753779806717,Weekly
512,User_512,36,Male,Location_12,2023-05-17,0.27267663487214744,Electronics,-0.6806603768455378,Daily
513,User_513,67,Female,Location_13,2023-09-23,1.2506212994862917,Clothing,0.7198753779806717,Monthly
514,User_514,28,Male,Location_14,2023-01-04,-0.8370478072431937,Books,0.019607500567566948,Monthly
515,User_515,52,Male,Location_15,2023-07-28,-0.5769561411224107,Clothing,1.4201432553937765,Monthly
516,User_516,51,Male,Location_16,2023-07-30,-1.2982770284973824,Clothing,1.4201432553937765,Weekly
517,User_517,61,Female,Location_17,2023-08-09,-0.7780936962558163,Electronics,-1.3809282542586425,Daily
518,User_518,21,Male,Location_18,2023-03-02,1.3442542992897737,Books,-1.3809282542586425,Weekly
519,User_519,30,Female,Location_19,2023-02-07,-0.45211214138443473,Clothing,1.4201432553937765,Weekly
520,User_520,54,Male,Location_20,2023-01-22,-1.3849742505376434,Books,-0.6806603768455378,Weekly
521,User_521,19,Male,Location_21,2023-12-29,0.9593186334310148,Books,-0.6806603768455378,Daily
522,User_522,67,Male,Location_22,2023-09-11,-0.7954331406638684,Food,0.019607500567566948,Daily
523,User_523,18,Male,Location_23,2023-12-21,-1.7317631386986876,Home & Garden,1.4201432553937765,Weekly
524,User_524,57,Female,Location_24,2023-02-22,1.0841626331689906,Books,0.7198753779806717,Weekly
525,User_525,42,Male,Location_25,2023-08-11,0.6922911895470109,Electronics,0.7198753779806717,Daily
526,User_526,54,Male,Location_26,2023-08-23,-1.1352862510616917,Home & Garden,-1.3809282542586425,Weekly
527,User_527,53,Female,Location_27,2023-07-28,-1.3572311394847598,Electronics,1.4201432553937765,Daily
528,User_528,23,Male,Location_28,2023-10-26,-0.7399469185581014,Electronics,-1.3809282542586425,Monthly
529,User_529,24,Female,Location_29,2023-11-06,-0.9376165848098965,Electronics,0.019607500567566948,Monthly
530,User_530,21,Female,Location_30,2023-06-12,1.448290965738087,Food,-1.3809282542586425,Weekly
531,User_531,52,Male,Location_31,2023-10-14,0.6922911895470109,Home & Garden,0.019607500567566948,Daily
532,User_532,58,Male,Location_32,2023-03-06,-0.4035616970418886,Electronics,1.4201432553937765,Daily
533,User_533,51,Female,Location_33,2023-10-03,-0.7260753630316596,Food,0.019607500567566948,Weekly
534,User_534,46,Female,Location_34,2023-10-14,1.2332818550782396,Home & Garden,-1.3809282542586425,Weekly
535,User_535,22,Female,Location_35,2023-05-21,-0.8231762517167519,Electronics,1.4201432553937765,Daily
536,User_536,44,Female,Location_36,2023-12-21,0.1998509683583282,Electronics,-1.3809282542586425,Monthly
537,User_537,50,Female,Location_37,2023-08-21,1.2402176328414605,Books,0.7198753779806717,Weekly
538,User_538,63,Female,Location_38,2023-06-29,-1.7386989164619084,Home & Garden,-0.6806603768455378,Daily
539,User_539,69,Female,Location_39,2023-10-25,-1.1734330287594066,Clothing,0.019607500567566948,Monthly
540,User_540,27,Female,Location_40,2023-02-20,-1.648533805540037,Electronics,0.019607500567566948,Weekly
541,User_541,23,Male,Location_41,2023-11-30,-1.0798000289559246,Electronics,-0.6806603768455378,Monthly
542,User_542,51,Female,Location_42,2023-03-14,1.3095754104736694,Electronics,0.019607500567566948,Monthly
543,User_543,25,Male,Location_43,2023-07-14,1.5488597433047897,Books,0.019607500567566948,Weekly
544,User_544,48,Male,Location_44,2023-08-29,0.5570435231642036,Books,0.7198753779806717,Daily
